c_hlevel;c_fullname;c_name;c_synonym_cd;c_visualattributes;c_totalnum;c_basecode;c_metadataxml;c_facttablecolumn;c_tablename;c_columnname;c_columndatatype;c_operator;c_dimcode;c_comment;c_tooltip;m_applied_path;update_date;download_date;import_date;sourcesystem_cd;valuetype_cd;m_exclusion_cd;c_path;c_symbol
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066789\;NDC:58016066789;N;LI ;NULL;NDC:58016066789;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066789\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066789;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066789:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066790\;NDC:58016066790;N;LI ;NULL;NDC:58016066790;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066790\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066790;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066790:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066791\;NDC:58016066791;N;LI ;NULL;NDC:58016066791;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066791\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066791;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066791:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066792\;NDC:58016066792;N;LI ;NULL;NDC:58016066792;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066792\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066792;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066792:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066793\;NDC:58016066793;N;LI ;NULL;NDC:58016066793;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066793\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066793;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066793:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066796\;NDC:58016066796;N;LI ;NULL;NDC:58016066796;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066796\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066796;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066796:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066797\;NDC:58016066797;N;LI ;NULL;NDC:58016066797;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066797\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066797;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066797:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066798\;NDC:58016066798;N;LI ;NULL;NDC:58016066798;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066798\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066798;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066798:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066799\;NDC:58016066799;N;LI ;NULL;NDC:58016066799;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58016066799\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58016066799;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016066799:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714700\;NDC:58118714700;N;LI ;NULL;NDC:58118714700;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714700\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58118714700;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58118714700:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714703\;NDC:58118714703;N;LI ;NULL;NDC:58118714703;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714703\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58118714703;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58118714703:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714706\;NDC:58118714706;N;LI ;NULL;NDC:58118714706;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714706\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58118714706;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58118714706:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714708\;NDC:58118714708;N;LI ;NULL;NDC:58118714708;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714708\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58118714708;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58118714708:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714709\;NDC:58118714709;N;LI ;NULL;NDC:58118714709;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\58118714709\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:58118714709;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58118714709:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\59762308001\;NDC:59762308001;N;LI ;NULL;NDC:59762308001;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\59762308001\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:59762308001;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:59762308001:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60505258303\;NDC:60505258303;N;LI ;NULL;NDC:60505258303;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60505258303\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:60505258303;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:60505258303:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60505258305\;NDC:60505258305;N;LI ;NULL;NDC:60505258305;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60505258305\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:60505258305;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:60505258305:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60687031425\;NDC:60687031425;N;LI ;NULL;NDC:60687031425;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60687031425\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:60687031425;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:60687031425:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60687031495\;NDC:60687031495;N;LI ;NULL;NDC:60687031495;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\60687031495\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:60687031495;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:60687031495:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\61786017602\;NDC:61786017602;N;LI ;NULL;NDC:61786017602;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\61786017602\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:61786017602;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:61786017602:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\62980096201\;NDC:62980096201;N;LI ;NULL;NDC:62980096201;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\62980096201\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:62980096201;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:62980096201:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\62980096203\;NDC:62980096203;N;LI ;NULL;NDC:62980096203;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\62980096203\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:62980096203;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:62980096203:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679096201\;NDC:64679096201;N;LI ;NULL;NDC:64679096201;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679096201\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:64679096201;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:64679096201:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679096203\;NDC:64679096203;N;LI ;NULL;NDC:64679096203;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679096203\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:64679096203;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:64679096203:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679098201\;NDC:64679098201;N;LI ;NULL;NDC:64679098201;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64679098201\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:64679098201;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:64679098201:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64725038608\;NDC:64725038608;N;LI ;NULL;NDC:64725038608;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\64725038608\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:64725038608;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:64725038608:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\65427031101\;NDC:65427031101;N;LI ;NULL;NDC:65427031101;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\65427031101\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:65427031101;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:65427031101:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\66336084608\;NDC:66336084608;N;LI ;NULL;NDC:66336084608;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\66336084608\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:66336084608;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:66336084608:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228026503\;NDC:67228026503;N;LI ;NULL;NDC:67228026503;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228026503\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:67228026503;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:67228026503:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228026504\;NDC:67228026504;N;LI ;NULL;NDC:67228026504;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228026504\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:67228026504;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:67228026504:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228044803\;NDC:67228044803;N;LI ;NULL;NDC:67228044803;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228044803\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:67228044803;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:67228044803:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228044806\;NDC:67228044806;N;LI ;NULL;NDC:67228044806;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67228044806\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:67228044806;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:67228044806:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67544092808\;NDC:67544092808;N;LI ;NULL;NDC:67544092808;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\67544092808\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:67544092808;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:67544092808:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084046411\;NDC:68084046411;N;LI ;NULL;NDC:68084046411;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084046411\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:68084046411;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:68084046411:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084046421\;NDC:68084046421;N;LI ;NULL;NDC:68084046421;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084046421\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:68084046421;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:68084046421:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092011\;NDC:68084092011;N;LI ;NULL;NDC:68084092011;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092011\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:68084092011;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:68084092011:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092021\;NDC:68084092021;N;LI ;NULL;NDC:68084092021;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\18631\370976\204844\68084092021\;UPitt.DBMI.MMorris RxNav API 2018.12.12;Medications Alphabetical\A [Preparations]\AzithromycinAzithromycin Oral TabletAzithromycin 600 MG Oral Tablet\Azithromycin 600 MG Oral Tablet\NDC:68084092021;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:68084092021:ndc:ndc;MEDS;NULL;NULL;NULL
